return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount
902595,237820,5057.0,2025-03-06,Wrong Item,2,38306.72
902596,237854,5158.0,2025-02-15,Late Delivery,1,49340.3
902597,237872,5032.0,2025-09-06,Damaged,1,60109.22
902598,237882,5137.0,2025-08-18,Changed Mind,2,12416.17
902599,237913,5243.0,2025-02-26,Wrong Item,1,42790.17
902600,237915,5132.0,2025-06-09,Changed Mind,1,17612.09
902601,237939,5238.0,2025-09-27,Damaged,2,20711.22
902602,237950,5136.0,2025-11-07,Size/Fit Issue,2,42224.43
902603,237951,5086.0,2025-02-12,Size/Fit Issue,1,23051.3
902604,237967,5096.0,2025-10-15,Damaged,1,27919.34
902605,237973,5188.0,2025-12-21,Damaged,2,11834.14
902606,237976,5131.0,2025-09-27,Damaged,1,18445.06
902607,237989,5196.0,2025-10-23,Wrong Item,2,19101.64
902608,237999,5173.0,2025-09-14,Quality Issue,2,113389.68
902609,238026,5150.0,2025-10-28,Changed Mind,1,37752.45
902610,238035,5132.0,2025-02-25,Quality Issue,2,17612.09
902611,238043,5211.0,2025-09-22,Quality Issue,1,33927.93
902612,238047,5154.0,2025-04-19,Size/Fit Issue,1,36651.14
902613,238075,5084.0,2025-10-28,Quality Issue,1,52365.86
902614,238098,5137.0,2025-09-12,Late Delivery,2,11762.68
902615,238154,5194.0,2025-12-30,Size/Fit Issue,1,23915.3
902616,238165,5034.0,2025-06-06,Late Delivery,1,19530.07
902617,238190,5185.0,2025-07-22,Changed Mind,1,9512.04
902618,238197,5109.0,2025-06-07,Size/Fit Issue,1,66720.17
902619,238200,5090.0,2025-03-14,Damaged,1,56217.93
902620,238214,5044.0,2025-09-26,Damaged,1,12759.09
902621,238220,5220.0,2025-09-21,Wrong Item,1,20869.11
902622,238229,5176.0,2025-02-01,Size/Fit Issue,2,25868.88
902623,238251,5025.0,2025-06-20,Quality Issue,2,6471.89
902624,238275,5079.0,2025-12-20,Damaged,1,6489.27
902625,238285,5102.0,2025-11-01,Quality Issue,2,55716.8
902626,238288,5108.0,2025-05-08,Late Delivery,2,33591.68
902627,238289,5127.0,2025-08-07,Changed Mind,1,24854.66
902628,238295,5130.0,2026-01-06,Late Delivery,1,41959.64
902629,238307,5215.0,2025-03-10,Quality Issue,1,32322.68
902630,238310,5181.0,2025-11-29,Quality Issue,2,36024.07
902631,238312,5024.0,2025-06-25,Late Delivery,2,59500.57
902632,238350,5072.0,2025-12-09,Size/Fit Issue,1,43365.03
902633,238361,5186.0,2025-06-25,Wrong Item,2,14844.5
902634,238370,5216.0,2025-11-11,Changed Mind,2,4239.98
902635,238450,5043.0,2025-09-20,Late Delivery,1,34705.96
902636,238451,5195.0,2025-06-05,Size/Fit Issue,1,55735.58
902637,238458,5109.0,2025-08-15,Damaged,2,59697.0
902638,238464,5229.0,2025-02-24,Damaged,2,56611.93
902639,238465,5166.0,2025-07-15,Size/Fit Issue,2,59235.66
902640,238492,5074.0,2025-09-19,Quality Issue,1,53308.22
902641,238507,5129.0,2025-03-31,Late Delivery,1,814.4
902642,238556,5107.0,2025-10-19,Size/Fit Issue,1,29520.85
902643,238562,5043.0,2025-06-18,Size/Fit Issue,1,34705.96
902644,238568,5046.0,2025-09-01,Damaged,2,46026.57
902645,238584,5225.0,2025-04-04,Damaged,1,42544.8
902646,238604,5239.0,2025-02-11,Damaged,2,83717.88
902647,238614,5167.0,2025-06-15,Size/Fit Issue,1,3308.78
902648,238620,5097.0,2025-02-15,Quality Issue,2,42534.59
902649,238631,5056.0,2025-09-20,Size/Fit Issue,1,4263.6
902650,238637,5110.0,2025-01-30,Size/Fit Issue,2,103050.5
902651,238665,5018.0,2025-03-20,Wrong Item,2,27155.97
902652,238673,5162.0,2026-01-12,Damaged,2,12655.48
902653,238694,5059.0,2025-04-22,Size/Fit Issue,2,48059.88
902654,238695,5218.0,2025-11-17,Quality Issue,2,50141.85
902655,238696,5211.0,2025-09-06,Wrong Item,2,55881.29
902656,238701,5086.0,2025-06-17,Late Delivery,2,24264.53
902657,238705,5151.0,2025-02-02,Damaged,2,41695.39
902658,238740,5029.0,2025-12-28,Size/Fit Issue,1,64836.71
902659,238741,5008.0,2025-11-08,Changed Mind,2,35755.93
902660,238757,5089.0,2025-07-17,Quality Issue,1,36951.82
902661,238760,5101.0,2025-12-08,Quality Issue,1,30247.97
902662,238795,5039.0,2025-04-21,Damaged,2,40030.13
902663,238802,5189.0,2025-12-18,Quality Issue,1,2851.35
902664,238821,5135.0,2025-11-09,Quality Issue,1,44860.92
902665,238823,5092.0,2025-11-09,Changed Mind,1,43366.9
902666,238827,5191.0,2025-02-10,Quality Issue,2,28565.45
902667,238832,5094.0,2026-01-12,Damaged,1,45107.82
902668,238844,5015.0,2025-04-03,Quality Issue,1,52496.59
902669,238845,5061.0,2025-09-23,Size/Fit Issue,2,25608.55
902670,238857,5110.0,2025-03-02,Damaged,1,51525.25
902671,238861,5086.0,2025-09-05,Size/Fit Issue,1,16985.17
902672,238889,5108.0,2025-05-12,Size/Fit Issue,2,28552.93
902673,238893,5176.0,2025-09-01,Damaged,1,14371.6
902674,238895,5193.0,2025-04-14,Changed Mind,2,64480.59
902675,238897,5174.0,2025-07-26,Size/Fit Issue,1,26522.31
902676,238900,5180.0,2025-07-03,Changed Mind,1,56074.46
902677,238935,5017.0,2025-04-22,Late Delivery,1,14238.26
902678,238943,5231.0,2025-11-17,Late Delivery,2,73019.41
902679,238952,5128.0,2025-09-28,Damaged,1,66490.98
902680,238985,5192.0,2025-12-29,Damaged,1,37280.9
902681,239007,5206.0,2025-12-01,Damaged,2,52621.05
902682,239009,5173.0,2025-09-15,Wrong Item,2,56694.84
902683,239017,5106.0,2025-09-13,Wrong Item,2,34097.45
902684,239018,5157.0,2025-03-09,Damaged,1,43525.09
902685,239024,5098.0,2025-01-08,Changed Mind,2,56166.19
902686,239033,5194.0,2025-05-20,Late Delivery,2,23915.3
902687,239035,5162.0,2025-12-09,Changed Mind,1,14888.8
902688,239053,5048.0,2025-02-15,Changed Mind,1,27107.32
902689,239064,5066.0,2025-06-11,Damaged,2,985.94
902690,239081,5026.0,2025-09-19,Quality Issue,2,66066.39
902691,239097,5178.0,2025-05-05,Quality Issue,2,40305.0
902692,239113,5073.0,2025-10-28,Size/Fit Issue,2,37837.18
902693,239137,5232.0,2025-12-18,Changed Mind,1,6583.02
902694,239146,5064.0,2025-01-26,Quality Issue,1,1018.02
902695,239155,5069.0,2025-08-07,Damaged,1,51801.92
902696,239206,5038.0,2025-06-20,Late Delivery,2,3778.21
902697,239212,5051.0,2026-01-11,Damaged,2,5515.2
902698,239239,5039.0,2025-08-30,Damaged,2,50037.66
902699,239261,5138.0,2025-02-04,Wrong Item,1,45043.39
902700,239277,5013.0,2025-05-03,Quality Issue,2,51339.6
902701,239290,5026.0,2025-08-26,Damaged,1,73838.9
902702,239306,5094.0,2025-01-26,Damaged,2,85203.66
902703,239309,5123.0,2025-06-26,Size/Fit Issue,1,35084.09
902704,239332,5035.0,2025-11-04,Size/Fit Issue,2,39243.44
902705,239365,5243.0,2025-03-02,Damaged,2,90614.48
902706,239389,5063.0,2025-09-19,Changed Mind,2,14380.12
902707,239392,5078.0,2025-01-16,Size/Fit Issue,1,31177.13
902708,239404,5189.0,2025-05-01,Wrong Item,2,2534.54
902709,239406,5123.0,2025-06-04,Quality Issue,2,78939.2
902710,239427,5052.0,2025-01-18,Size/Fit Issue,1,25664.57
902711,239433,5056.0,2025-05-14,Wrong Item,1,4026.73
902712,239444,5241.0,2025-12-15,Quality Issue,2,62669.92
902713,239475,5081.0,2025-08-21,Size/Fit Issue,1,14395.48
902714,239476,5105.0,2025-08-28,Wrong Item,2,153675.38
902715,239480,5068.0,2025-09-27,Changed Mind,1,2887.36
902716,239504,5190.0,2025-10-14,Changed Mind,1,40240.92
902717,239508,5022.0,2025-07-23,Wrong Item,1,53244.52
902718,239549,5194.0,2025-01-23,Wrong Item,1,22719.53
902719,239557,5033.0,2025-05-15,Quality Issue,2,72644.5
902720,239572,5193.0,2026-01-17,Late Delivery,2,38285.35
902721,239611,5218.0,2025-01-25,Damaged,1,47502.81
902722,239693,5142.0,2025-09-22,Size/Fit Issue,1,33964.7
902723,239698,5086.0,2025-12-16,Changed Mind,1,16985.17
902724,239705,5102.0,2025-11-27,Changed Mind,1,23679.64
902725,239708,5051.0,2025-12-16,Late Delivery,2,5515.2
902726,239718,5118.0,2025-03-26,Late Delivery,1,62971.33
902727,239750,5042.0,2025-05-29,Wrong Item,2,128962.06
902728,239761,5142.0,2025-12-01,Damaged,1,40333.09
902729,239774,5052.0,2025-12-15,Quality Issue,2,27174.25
902730,239785,5117.0,2025-09-02,Damaged,1,23169.23
902731,239786,5022.0,2025-10-12,Quality Issue,2,90515.68
902732,239795,5044.0,2025-06-20,Quality Issue,2,11483.18
902733,239804,5009.0,2025-07-08,Size/Fit Issue,1,18568.14
902734,239810,5083.0,2025-08-29,Wrong Item,1,66878.02
902735,239823,5190.0,2025-05-02,Changed Mind,2,38122.97
902736,239830,5248.0,2025-02-05,Quality Issue,1,37615.73
902737,239835,5077.0,2025-03-13,Quality Issue,2,24796.74
902738,239874,5156.0,2025-12-24,Quality Issue,1,56675.14
902739,239879,5120.0,2025-09-01,Size/Fit Issue,2,43909.6
902740,239886,5111.0,2025-02-11,Wrong Item,2,125579.06
902741,239890,5016.0,2025-07-27,Damaged,1,33013.07
902742,239897,5177.0,2025-12-08,Late Delivery,1,8379.59
902743,239900,5165.0,2025-03-06,Damaged,2,109460.35
902744,239906,5234.0,2025-12-10,Damaged,2,81037.38
902745,239910,5031.0,2025-07-28,Damaged,2,56405.41
902746,239911,5127.0,2025-07-26,Size/Fit Issue,1,27778.74
902747,239921,5043.0,2025-07-03,Late Delivery,2,32970.66
902748,239939,5076.0,2025-10-10,Damaged,2,38008.49
902749,239942,5203.0,2025-12-08,Damaged,1,50008.33
902750,239955,5003.0,2025-10-21,Size/Fit Issue,2,71496.07
902751,239973,5203.0,2025-12-05,Wrong Item,2,38895.37
902752,239986,5004.0,2026-01-09,Size/Fit Issue,2,23534.6
902753,239999,5013.0,2025-08-31,Quality Issue,1,45635.2
902754,240014,5217.0,2025-06-19,Changed Mind,1,9094.15
902755,240029,5172.0,2025-09-14,Changed Mind,1,4027.5
902756,240040,5195.0,2025-09-16,Changed Mind,1,52802.13
902757,240046,5216.0,2025-02-23,Changed Mind,1,3297.76
902758,240048,5175.0,2026-01-02,Wrong Item,2,35929.89
902759,240079,5003.0,2025-08-23,Size/Fit Issue,1,75259.02
902760,240104,5104.0,2025-05-02,Late Delivery,1,12447.15
902761,240122,5162.0,2025-03-15,Size/Fit Issue,2,28288.72
902762,240138,5064.0,2025-07-23,Wrong Item,1,1071.6
902763,240142,5164.0,2025-12-18,Changed Mind,2,96103.67
902764,240166,5220.0,2025-06-18,Damaged,2,41738.21
902765,240210,5248.0,2025-04-19,Late Delivery,2,79656.84
902766,240237,5096.0,2025-11-30,Damaged,1,27919.34
902767,240288,5224.0,2025-12-23,Size/Fit Issue,2,34512.87
902768,240310,5108.0,2025-05-19,Damaged,1,28552.93
902769,240349,5037.0,2025-06-22,Quality Issue,2,13421.47
902770,240365,5195.0,2025-09-19,Size/Fit Issue,1,52802.13
902771,240372,5122.0,2026-01-04,Wrong Item,1,13068.39
902772,240399,5037.0,2025-06-14,Wrong Item,2,14127.86
902773,240404,5112.0,2025-06-03,Changed Mind,1,20509.39
902774,240421,5162.0,2025-07-23,Size/Fit Issue,2,28288.72
902775,240426,5083.0,2025-12-12,Size/Fit Issue,1,59838.23
902776,240431,5092.0,2025-11-09,Size/Fit Issue,2,81915.26
902777,240447,5236.0,2025-07-11,Changed Mind,2,124919.89
902778,240457,5064.0,2025-04-15,Quality Issue,1,964.44
902779,240467,5240.0,2025-09-22,Late Delivery,2,46736.2
902780,240477,5095.0,2025-10-17,Quality Issue,1,13162.18
902781,240480,5053.0,2026-01-08,Changed Mind,2,18519.41
902782,240514,5175.0,2025-07-20,Quality Issue,1,13237.33
902783,240538,5199.0,2025-05-29,Size/Fit Issue,1,1784.57
902784,240540,5010.0,2025-02-11,Size/Fit Issue,1,60450.29
902785,240541,5072.0,2025-02-01,Quality Issue,1,48183.37
902786,240557,5195.0,2025-08-13,Damaged,1,58669.03
902787,240561,5126.0,2025-02-13,Size/Fit Issue,2,48103.1
902788,240577,5039.0,2025-12-22,Late Delivery,1,45033.89
902789,240588,5046.0,2025-03-17,Damaged,1,31232.31
902790,240591,5028.0,2025-07-04,Quality Issue,2,18336.84
902791,240596,5049.0,2025-07-26,Changed Mind,2,2890.51
902792,240597,5037.0,2025-12-01,Size/Fit Issue,1,12008.68
902793,240603,5027.0,2025-08-04,Quality Issue,2,111028.01
902794,240632,5027.0,2025-11-24,Changed Mind,2,55514.01
902795,240642,5033.0,2025-03-16,Late Delivery,2,32498.86
902796,240669,5183.0,2025-03-22,Quality Issue,1,13251.49
902797,240699,5123.0,2025-03-06,Wrong Item,1,41662.35
902798,240707,5082.0,2025-09-06,Size/Fit Issue,1,44085.41
902799,240716,5117.0,2025-08-06,Quality Issue,1,23169.23
902800,240717,5055.0,2025-06-21,Damaged,2,42319.93
902801,240740,5067.0,2025-02-01,Damaged,1,5331.15
902802,240746,5165.0,2025-12-03,Size/Fit Issue,2,136825.44
902803,240757,5005.0,2025-09-10,Size/Fit Issue,2,15018.26
902804,240787,5048.0,2026-01-01,Size/Fit Issue,2,28613.28
902805,240812,5189.0,2025-06-15,Wrong Item,1,3168.17
902806,240838,5091.0,2025-01-20,Quality Issue,2,51378.08
902807,240852,5143.0,2025-10-20,Size/Fit Issue,1,50546.12
902808,240859,5210.0,2025-06-04,Quality Issue,1,33636.27
902809,240874,5190.0,2025-06-16,Changed Mind,2,38122.97
902810,240897,5066.0,2025-09-29,Wrong Item,2,1197.22
902811,240901,5125.0,2025-03-31,Changed Mind,2,6213.43
902812,240910,5163.0,2025-06-17,Size/Fit Issue,1,62863.52
902813,240923,5184.0,2025-10-30,Changed Mind,2,35252.17
902814,240937,5001.0,2025-11-10,Quality Issue,1,6774.13
902815,240938,5109.0,2025-11-23,Size/Fit Issue,1,70231.76
902816,240953,5086.0,2025-05-15,Size/Fit Issue,2,21838.08
902817,240972,5061.0,2025-06-18,Damaged,1,27114.94
902818,240977,5011.0,2025-10-04,Damaged,1,50321.86
902819,240982,5163.0,2025-12-14,Wrong Item,1,62863.52
902820,241000,5039.0,2025-01-24,Late Delivery,2,42532.01
902821,241017,5105.0,2025-06-04,Quality Issue,2,138307.84
902822,241027,5049.0,2025-01-28,Late Delivery,2,2890.51
902823,241094,5173.0,2025-06-27,Damaged,2,126729.64
902824,241179,5041.0,2025-03-03,Size/Fit Issue,2,49839.15
902825,241199,5122.0,2025-09-29,Size/Fit Issue,2,29040.86
902826,241232,5062.0,2025-11-22,Size/Fit Issue,2,375.72
902827,241237,5003.0,2025-12-29,Size/Fit Issue,1,52681.31
902828,241245,5160.0,2025-11-15,Quality Issue,2,11630.6
902829,241260,5101.0,2025-06-28,Size/Fit Issue,1,33608.85
902830,241290,5053.0,2025-02-23,Damaged,1,10349.08
902831,241300,5134.0,2025-04-06,Late Delivery,2,43864.96
902832,241308,5046.0,2025-07-20,Damaged,2,59177.02
902833,241323,5109.0,2025-07-10,Quality Issue,2,63208.58
902834,241335,5084.0,2025-03-01,Quality Issue,2,49285.52
902835,241342,5100.0,2025-01-13,Quality Issue,2,5944.8
902836,241365,5053.0,2025-10-12,Changed Mind,2,21787.54
902837,241371,5234.0,2025-07-19,Wrong Item,2,50648.36
902838,241374,5186.0,2025-05-03,Wrong Item,2,15772.28
902839,241383,5163.0,2026-01-08,Wrong Item,2,119440.69
902840,241391,5156.0,2025-06-16,Quality Issue,2,107682.77
902841,241396,5207.0,2025-05-22,Size/Fit Issue,2,34002.92
902842,241434,5152.0,2025-09-02,Quality Issue,2,37808.35
902843,241435,5042.0,2025-12-28,Damaged,1,64481.03
902844,241453,5004.0,2025-01-14,Size/Fit Issue,2,25005.51
902845,241456,5212.0,2025-09-07,Size/Fit Issue,1,4629.93
902846,241462,5045.0,2025-08-19,Damaged,1,55436.04
902847,241509,5069.0,2025-04-04,Quality Issue,1,54849.1
902848,241513,5156.0,2026-01-15,Wrong Item,1,51007.63
902849,241527,5236.0,2025-03-30,Changed Mind,2,131494.62
902850,241528,5091.0,2025-04-19,Damaged,1,21835.68
902851,241531,5118.0,2025-03-03,Changed Mind,2,62971.33
902852,241541,5086.0,2025-02-25,Quality Issue,2,43676.15
902853,241545,5072.0,2025-09-23,Damaged,1,45774.2
902854,241547,5050.0,2025-01-26,Damaged,2,56369.39
902855,241672,5008.0,2025-08-28,Wrong Item,2,67936.27
902856,241691,5068.0,2025-03-17,Size/Fit Issue,2,5774.72
902857,241746,5204.0,2025-11-21,Damaged,1,38249.24
902858,241748,5176.0,2026-01-07,Damaged,2,14371.6
902859,241764,5035.0,2025-11-14,Changed Mind,1,20711.81
902860,241770,5059.0,2025-12-15,Quality Issue,1,48059.88
902861,241804,5219.0,2025-11-25,Size/Fit Issue,1,18158.38
902862,241807,5030.0,2025-02-04,Wrong Item,1,15296.15
902863,241846,5002.0,2025-11-21,Size/Fit Issue,2,77996.88
902864,241866,5108.0,2025-03-15,Damaged,1,30232.51
902865,241873,5177.0,2025-04-16,Wrong Item,2,10773.77
902866,241900,5171.0,2025-05-02,Size/Fit Issue,1,47378.99
902867,241923,5135.0,2025-11-20,Quality Issue,2,40374.83
902868,241933,5217.0,2025-07-25,Quality Issue,1,8615.51
902869,241936,5030.0,2025-01-31,Size/Fit Issue,1,17995.47
902870,241954,5147.0,2025-03-29,Size/Fit Issue,2,43739.19
902871,242004,5123.0,2025-11-07,Quality Issue,1,43855.11
902872,242027,5160.0,2025-12-13,Changed Mind,2,19772.02
902873,242035,5066.0,2025-03-26,Quality Issue,2,1126.79
902874,242036,5187.0,2025-11-28,Changed Mind,1,55244.46
902875,242037,5143.0,2025-06-21,Damaged,1,40436.9
902876,242042,5043.0,2025-04-24,Damaged,1,32970.66
902877,242096,5162.0,2025-02-22,Wrong Item,2,14888.8
902878,242135,5088.0,2025-02-11,Wrong Item,1,18019.14
902879,242140,5055.0,2025-06-29,Quality Issue,2,42319.93
902880,242150,5068.0,2025-05-26,Wrong Item,2,3047.77
902881,242167,5022.0,2025-07-24,Quality Issue,2,45257.84
902882,242181,5134.0,2026-01-03,Changed Mind,1,48738.85
902883,242189,5193.0,2025-08-27,Damaged,1,38285.35
902884,242194,5006.0,2025-08-07,Late Delivery,2,25831.75
902885,242214,5117.0,2025-08-16,Quality Issue,1,20852.31
902886,242233,5050.0,2025-09-27,Quality Issue,2,53550.92
902887,242238,5114.0,2025-10-15,Size/Fit Issue,2,10382.67
902888,242242,5123.0,2025-05-14,Damaged,2,83324.71
902889,242252,5155.0,2025-07-19,Changed Mind,1,1135.12
902890,242257,5068.0,2025-03-16,Quality Issue,2,2245.73
902891,242270,5149.0,2025-05-20,Changed Mind,2,61982.16
902892,242287,5228.0,2025-07-02,Size/Fit Issue,2,11245.05
902893,242306,5123.0,2025-02-28,Quality Issue,1,35084.09
902894,242339,5004.0,2025-11-26,Size/Fit Issue,1,29418.25
902895,242370,5216.0,2025-08-03,Wrong Item,2,3297.76
902896,242394,5074.0,2025-08-30,Wrong Item,1,47696.83
902897,242400,5039.0,2025-08-10,Wrong Item,2,95071.55
902898,242409,5036.0,2026-01-06,Damaged,2,53930.5
902899,242418,5056.0,2025-05-28,Size/Fit Issue,1,4026.73
902900,242438,5063.0,2025-05-09,Changed Mind,1,12942.11
902901,242462,5099.0,2025-05-11,Quality Issue,2,24134.72
902902,242475,5199.0,2025-01-27,Late Delivery,1,1606.11
902903,242478,5011.0,2025-06-26,Wrong Item,2,56612.09
902904,242480,5222.0,2025-09-11,Changed Mind,2,71047.94
902905,242483,5204.0,2025-09-04,Changed Mind,1,36124.29
902906,242502,5137.0,2025-11-20,Wrong Item,1,9148.75
902907,242513,5246.0,2025-01-31,Quality Issue,2,58343.26
902908,242517,5145.0,2025-09-11,Wrong Item,2,101164.34
902909,242539,5044.0,2025-06-01,Size/Fit Issue,2,8931.36
902910,242541,5034.0,2025-04-06,Changed Mind,1,19530.07
902911,242558,5142.0,2025-04-25,Damaged,2,33964.7
902912,242567,5193.0,2025-11-18,Size/Fit Issue,1,38285.35
902913,242574,5201.0,2025-07-24,Quality Issue,2,43852.99
902914,242576,5065.0,2025-08-20,Changed Mind,2,89471.54
902915,242585,5114.0,2025-08-06,Changed Mind,1,10929.13
902916,242600,5159.0,2025-10-09,Damaged,2,19233.31
902917,242606,5017.0,2025-04-07,Damaged,2,33815.86
902918,242607,5134.0,2025-08-15,Wrong Item,2,34117.19
902919,242608,5169.0,2025-04-24,Quality Issue,1,16839.31
902920,242625,5136.0,2025-09-26,Late Delivery,2,36946.38
902921,242677,5022.0,2025-09-04,Quality Issue,1,42595.62
902922,242707,5033.0,2025-08-23,Quality Issue,2,38233.95
902923,242709,5029.0,2025-01-18,Quality Issue,2,61424.25
902924,242730,5060.0,2025-08-24,Quality Issue,2,47356.08
902925,242750,5011.0,2025-08-28,Late Delivery,1,62902.32
902926,242752,5184.0,2025-04-22,Damaged,2,37210.63
902927,242767,5218.0,2025-02-19,Damaged,1,44863.76
902928,242771,5048.0,2025-12-06,Quality Issue,2,60238.48
902929,242814,5002.0,2025-10-01,Damaged,2,35098.6
902930,242830,5158.0,2025-10-15,Changed Mind,2,93746.57
902931,242870,5071.0,2025-02-13,Quality Issue,2,1710.47
902932,242873,5034.0,2025-08-29,Damaged,1,17577.06
902933,242889,5054.0,2025-06-19,Damaged,1,3953.8
902934,242892,5079.0,2026-01-02,Late Delivery,2,5515.88
902935,242908,5098.0,2025-06-14,Size/Fit Issue,1,50549.57
902936,242934,5091.0,2025-11-04,Late Delivery,1,23120.14
902937,242960,5189.0,2025-12-07,Wrong Item,2,6336.34
902938,242966,5245.0,2025-03-06,Size/Fit Issue,1,6371.43
902939,242998,5133.0,2025-02-05,Damaged,2,37297.54
902940,243014,5061.0,2025-07-27,Changed Mind,1,25608.55
902941,243015,5096.0,2025-07-07,Changed Mind,2,29664.3
902942,243018,5180.0,2025-11-25,Wrong Item,1,50467.01
902943,243073,5137.0,2025-06-04,Wrong Item,2,11109.2
902944,243087,5163.0,2025-03-21,Wrong Item,1,50290.82
902945,243088,5234.0,2025-10-05,Quality Issue,1,45583.52
902946,243103,5059.0,2025-08-28,Damaged,1,54067.36
902947,243109,5241.0,2025-03-12,Damaged,1,56402.93
902948,243115,5023.0,2025-10-26,Quality Issue,1,45615.44
902949,243130,5154.0,2025-03-21,Damaged,2,73302.28
902950,243141,5150.0,2025-05-24,Size/Fit Issue,2,35655.09
902951,243191,5183.0,2025-09-17,Changed Mind,2,31472.28
902952,243231,5208.0,2025-08-26,Damaged,1,42674.98
902953,243245,5211.0,2025-03-07,Changed Mind,2,37919.45
902954,243246,5115.0,2025-10-25,Wrong Item,1,67383.95
902955,243262,5222.0,2025-04-06,Wrong Item,2,35523.97
902956,243275,5015.0,2025-02-03,Damaged,2,52496.59
902957,243295,5131.0,2025-10-22,Quality Issue,2,35045.61
902958,243300,5104.0,2025-02-13,Quality Issue,2,14643.7
902959,243314,5060.0,2025-07-01,Wrong Item,2,57503.81
902960,243317,5033.0,2025-10-23,Wrong Item,2,34410.56
902961,243341,5046.0,2025-11-15,Damaged,2,29588.51
902962,243365,5034.0,2025-02-18,Changed Mind,2,39060.14
902963,243384,5048.0,2025-07-10,Quality Issue,1,21083.47
902964,243393,5070.0,2025-05-17,Wrong Item,2,51853.91
902965,243410,5018.0,2025-02-08,Damaged,1,31948.2
902966,243417,5109.0,2025-06-20,Quality Issue,1,66720.17
902967,243431,5245.0,2025-09-02,Changed Mind,1,5365.42
902968,243433,5106.0,2025-03-06,Changed Mind,2,48710.64
902969,243441,5231.0,2025-04-06,Quality Issue,1,30745.02
902970,243477,5043.0,2025-12-22,Size/Fit Issue,2,65941.32
902971,243490,5110.0,2025-09-20,Quality Issue,1,46372.72
902972,243492,5184.0,2025-08-07,Size/Fit Issue,2,74421.25
902973,243495,5076.0,2025-05-24,Wrong Item,2,38008.49
902974,243500,5063.0,2025-05-07,Damaged,2,13661.11
902975,243502,5197.0,2025-11-13,Size/Fit Issue,1,23841.76
902976,243516,5190.0,2025-03-01,Damaged,1,40240.92
902977,243538,5121.0,2025-11-24,Quality Issue,1,47126.38
902978,243553,5038.0,2025-06-03,Changed Mind,1,3305.93
902979,243560,5243.0,2025-07-16,Damaged,1,47824.31
902980,243561,5127.0,2025-11-07,Damaged,2,29240.78
902981,243576,5243.0,2025-08-31,Quality Issue,1,45307.24
902982,243607,5205.0,2025-02-11,Wrong Item,1,21516.5
902983,243679,5106.0,2025-07-24,Quality Issue,1,48710.64
902984,243693,5144.0,2025-10-07,Size/Fit Issue,1,19583.16
902985,243699,5066.0,2025-08-03,Quality Issue,2,1971.89
902986,243711,5024.0,2025-10-13,Changed Mind,1,53237.35
902987,243721,5188.0,2025-04-30,Size/Fit Issue,2,12456.99
902988,243736,5204.0,2025-02-11,Quality Issue,1,38249.24
902989,243742,5085.0,2025-05-30,Size/Fit Issue,2,18689.28
902990,243763,5073.0,2026-01-17,Changed Mind,1,17026.73
902991,243765,5248.0,2025-05-28,Wrong Item,1,42041.11
902992,243788,5246.0,2025-05-28,Size/Fit Issue,1,52201.87
902993,243802,5053.0,2025-04-17,Changed Mind,1,10349.08
902994,243817,5031.0,2025-06-25,Changed Mind,1,56405.41
902995,243836,5200.0,2025-05-14,Damaged,1,21134.67
902996,243856,5233.0,2025-03-12,Late Delivery,1,54133.83
902997,243857,5230.0,2025-05-13,Changed Mind,2,20269.58
902998,243858,5143.0,2025-08-12,Wrong Item,1,50546.12
902999,243874,5195.0,2025-11-08,Size/Fit Issue,2,58669.03
903000,243876,5094.0,2025-04-06,Wrong Item,2,45107.82
903001,243893,5065.0,2025-05-30,Wrong Item,2,80524.39
903002,243905,5067.0,2025-12-24,Damaged,1,5997.55
903003,243906,5193.0,2025-08-17,Quality Issue,2,72540.67
903004,243910,5154.0,2025-02-15,Quality Issue,1,36651.14
903005,243917,5070.0,2025-03-24,Late Delivery,2,21351.61
903006,243925,5186.0,2025-10-21,Quality Issue,2,29688.99
903007,243953,5241.0,2025-11-17,Changed Mind,1,56402.93
903008,243959,5192.0,2025-04-14,Changed Mind,1,35416.86
903009,243969,5096.0,2025-07-10,Damaged,1,29664.3
903010,243974,5059.0,2025-12-13,Size/Fit Issue,2,120149.7
903011,243977,5107.0,2025-12-26,Changed Mind,2,31160.89
903012,244010,5174.0,2025-05-17,Damaged,2,26522.31
903013,244014,5069.0,2025-12-08,Changed Mind,1,48754.75
903014,244019,5244.0,2025-08-20,Quality Issue,1,20415.99
903015,244025,5190.0,2025-02-05,Size/Fit Issue,2,38122.97
903016,244044,5069.0,2025-11-17,Size/Fit Issue,1,54849.1
903017,244065,5196.0,2025-07-15,Quality Issue,1,16979.23
903018,244070,5181.0,2025-03-19,Quality Issue,1,37920.07
903019,244115,5061.0,2025-06-03,Quality Issue,2,60255.42
903020,244124,5054.0,2025-04-17,Changed Mind,1,4393.11
903021,244131,5169.0,2025-08-07,Late Delivery,1,16839.31
903022,244140,5224.0,2025-09-08,Late Delivery,2,55220.59
903023,244145,5162.0,2025-07-08,Late Delivery,2,14144.36
903024,244146,5189.0,2025-03-10,Wrong Item,1,3168.17
903025,244148,5098.0,2025-09-25,Changed Mind,1,53357.88
903026,244161,5177.0,2025-11-25,Changed Mind,2,20350.44
903027,244167,5181.0,2025-10-31,Damaged,1,37920.07
903028,244168,5048.0,2025-09-30,Wrong Item,2,54214.63
